Date,Business Area,Region,Country,IT Sub Area,IT Area,Cost element name,Cost Element Group,Cost Element Sub Group,Actual,Forecast,Plan,Plan_positive,Spend_status,Actual vs plan variance,Forecast vs plan variance,Actual - Forecast,Month,Month Name
Jan,Infrastructure,Europe,United Kingdom,Hosting,Infrastructure,Contractors,Labor,External Labor,,2492.48,,,Unplanned Forecast,,2492.48,-2492.48,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Hosting,Infrastructure,Lease,Other,Vehicles,20380.74,,,,Unplanned Actual,20380.74,,20380.74,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Hosting,Infrastructure,Lease,Other,Vehicles,,20380.74,,,Unplanned Forecast,,20380.74,-20380.74,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Hosting,Infrastructure,Payroll Taxes - Salaries,Labor,Internal Labor,2563.73,,,,Unplanned Actual,2563.73,,2563.73,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Hosting,Infrastructure,Payroll Taxes - Salaries,Labor,Internal Labor,,2563.73,,,Unplanned Forecast,,2563.73,-2563.73,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Hosting,Infrastructure,Regular Salaries And Wages,Labor,Internal Labor,18937.3,,,,Unplanned Actual,18937.3,,18937.3,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Hosting,Infrastructure,Regular Salaries And Wages,Labor,Internal Labor,,18937.3,,,Unplanned Forecast,,18937.3,-18937.3,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Hosting,Infrastructure,Retirement Plan Match,Labor,Internal Labor,661.47,,,,Unplanned Actual,661.47,,661.47,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Hosting,Infrastructure,Retirement Plan Match,Labor,Internal Labor,,661.47,,,Unplanned Forecast,,661.47,-661.47,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Hosting,Infrastructure,Unscheduled Overtime,Labor,Internal Labor,3996.42,,,,Unplanned Actual,3996.42,,3996.42,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Hosting,Infrastructure,Unscheduled Overtime,Labor,Internal Labor,,3996.42,,,Unplanned Forecast,,3996.42,-3996.42,1,Jan
Jan,Infrastructure,USA,USA,Productivity,Infrastructure,Maintenance and Repairs,Hardware & Software,Hardware Maintenance,,,1000.0,1000.0,Planned Only,,,0.0,1,Jan
Jan,Infrastructure,USA,USA,Productivity,Infrastructure,Office Services,Labor,External Labor,448497.73,,,,Unplanned Actual,448497.73,,448497.73,1,Jan
Jan,Infrastructure,USA,USA,Productivity,Infrastructure,Office Services,Labor,External Labor,,448497.73,,,Unplanned Forecast,,448497.73,-448497.73,1,Jan
Jan,Infrastructure,USA,USA,Productivity,Infrastructure,Office Services,Labor,External Labor,,,491500.0,491500.0,Planned Only,,,0.0,1,Jan
Jan,Infrastructure,USA,USA,Productivity,Infrastructure,Telecom,Other,Telecomm,,,3077.0,3077.0,Planned Only,,,0.0,1,Jan
Jan,Manufacturing,Europe,France,Manufacturing,BU Support,Contractors,Labor,External Labor,385.23,,,,Unplanned Actual,385.23,,385.23,1,Jan
Jan,Manufacturing,Europe,France,Manufacturing,BU Support,Contractors,Labor,External Labor,,385.23,,,Unplanned Forecast,,385.23,-385.23,1,Jan
Jan,Manufacturing,Europe,France,Manufacturing,BU Support,Fixed Assets,Depr & Amort,Depreciation,6449.7,,,,Unplanned Actual,6449.7,,6449.7,1,Jan
Jan,Manufacturing,Europe,France,Manufacturing,BU Support,Fixed Assets,Depr & Amort,Depreciation,,6449.7,,,Unplanned Forecast,,6449.7,-6449.7,1,Jan
Jan,Manufacturing,Europe,France,Manufacturing,BU Support,Fixed Assets,Depr & Amort,Depreciation,,,46825.06,46825.06,Planned Only,,,0.0,1,Jan
Jan,Manufacturing,Europe,France,Manufacturing,BU Support,Outsourcing,Labor,External Labor,178890.75,,,,Unplanned Actual,178890.75,,178890.75,1,Jan
Jan,Manufacturing,Europe,France,Manufacturing,BU Support,Outsourcing,Labor,External Labor,,178890.75,,,Unplanned Forecast,,178890.75,-178890.75,1,Jan
Jan,Manufacturing,Europe,France,Manufacturing,BU Support,Outsourcing,Labor,External Labor,,,135682.52,135682.52,Planned Only,,,0.0,1,Jan
Jan,Manufacturing,Europe,France,Manufacturing,BU Support,Software,Depr & Amort,Amortization,32992.13,,,,Unplanned Actual,32992.13,,32992.13,1,Jan
Jan,Manufacturing,Europe,France,Manufacturing,BU Support,Software,Depr & Amort,Amortization,,32992.13,,,Unplanned Forecast,,32992.13,-32992.13,1,Jan
Jan,Manufacturing,Europe,France,Manufacturing,BU Support,Software Maintenance,Hardware & Software,Software Maintenance,45273.77,,,,Unplanned Actual,45273.77,,45273.77,1,Jan
Jan,Manufacturing,Europe,France,Manufacturing,BU Support,Software Maintenance,Hardware & Software,Software Maintenance,,45273.77,,,Unplanned Forecast,,45273.77,-45273.77,1,Jan
Jan,Manufacturing,Europe,France,Manufacturing,BU Support,Software Maintenance,Hardware & Software,Software Maintenance,,,50502.52,50502.52,Planned Only,,,0.0,1,Jan
Jan,Office & Administrative,Latin America,Brazil,R2,Functional,Fixed Assets,Depr & Amort,Depreciation,14836.0,,,,Unplanned Actual,14836.0,,14836.0,1,Jan
Jan,Office & Administrative,Latin America,Brazil,R2,Functional,Fixed Assets,Depr & Amort,Depreciation,,14836.0,,,Unplanned Forecast,,14836.0,-14836.0,1,Jan
Jan,Office & Administrative,Latin America,Brazil,R2,Functional,Fixed Assets,Depr & Amort,Depreciation,,,7532.07,7532.07,Planned Only,,,0.0,1,Jan
Jan,Office & Administrative,Latin America,Brazil,R2,Functional,Maintenance and Repairs,Hardware & Software,Hardware Maintenance,1571.93,,,,Unplanned Actual,1571.93,,1571.93,1,Jan
Jan,Office & Administrative,Latin America,Brazil,R2,Functional,Maintenance and Repairs,Hardware & Software,Hardware Maintenance,,1571.93,,,Unplanned Forecast,,1571.93,-1571.93,1,Jan
Jan,Office & Administrative,Latin America,Brazil,R2,Functional,Maintenance and Repairs,Hardware & Software,Hardware Maintenance,,,4382.12,4382.12,Planned Only,,,0.0,1,Jan
Jan,Office & Administrative,Latin America,Brazil,R2,Functional,Non product,Hardware & Software,Hardware Maintenance,25.6,,,,Unplanned Actual,25.6,,25.6,1,Jan
Jan,Office & Administrative,Latin America,Brazil,R2,Functional,Non product,Hardware & Software,Hardware Maintenance,,25.6,,,Unplanned Forecast,,25.6,-25.6,1,Jan
Jan,Office & Administrative,Latin America,Brazil,R2,Functional,Office Supplies,Other,Supplies,,,53.07,53.07,Planned Only,,,0.0,1,Jan
Jan,Office & Administrative,Latin America,Brazil,R2,Functional,Other Supplies,Other,Supplies,-6.65,,,,Unplanned Actual,-6.65,,-6.65,1,Jan
Jan,Office & Administrative,Latin America,Brazil,R2,Functional,Other Supplies,Other,Supplies,,-6.65,,,Unplanned Forecast,,-6.65,6.65,1,Jan
Jan,Office & Administrative,Latin America,Brazil,R2,Functional,Professional Services,Labor,External Labor,,,10583.34,10583.34,Planned Only,,,0.0,1,Jan
Jan,Office & Administrative,Latin America,Brazil,R2,Functional,Regular Salaries And Wages,Labor,Internal Labor,,,10583.34,10583.34,Planned Only,,,0.0,1,Jan
Jan,Office & Administrative,Latin America,Brazil,R2,Functional,Telephone,Other,Telecomm,6.89,,,,Unplanned Actual,6.89,,6.89,1,Jan
